Cat	Countries	Dimension	value
Entrepreneurs	Mexico	Family_environment	0.660
Entrepreneurs	Netherlands	Family_environment	0.433
Entrepreneurs	Norway	Family_environment	0.613
Entrepreneurs	New Zealand	Family_environment	0.632
Entrepreneurs	Poland	Family_environment	0.580
Entrepreneurs	Portugal	Family_environment	0.661
Entrepreneurs	Slovak Republic	Family_environment	0.735
Entrepreneurs	Slovenia	Family_environment	0.619
Entrepreneurs	Sweden	Family_environment	0.374
Entrepreneurs	Türkiye	Family_environment	0.731
Entrepreneurs	United States	Family_environment	0.616
Entrepreneurs	Australia	Skills_environment	0.556
Entrepreneurs	Austria	Skills_environment	0.519
Entrepreneurs	Belgium	Skills_environment	0.474
Entrepreneurs	Canada	Skills_environment	0.538
Entrepreneurs	Switzerland	Skills_environment	0.175
Entrepreneurs	Chile	Skills_environment	0.426
Entrepreneurs	Czech Republic	Skills_environment	0.595
Entrepreneurs	Germany	Skills_environment	0.430
Entrepreneurs	Denmark	Skills_environment	0.586
Entrepreneurs	Spain	Skills_environment	0.445
Entrepreneurs	Estonia	Skills_environment	0.627
Entrepreneurs	Finland	Skills_environment	0.269
Entrepreneurs	France	Skills_environment	0.376
Entrepreneurs	United Kingdom	Skills_environment	0.559
Entrepreneurs	Greece	Skills_environment	0.521
Entrepreneurs	Hungary	Skills_environment	0.548
Entrepreneurs	Ireland	Skills_environment	0.338
Entrepreneurs	Iceland	Skills_environment	0.628
Entrepreneurs	Israel	Skills_environment	0.697
Entrepreneurs	Italy	Skills_environment	0.328
Entrepreneurs	Japan	Skills_environment	0.503
Entrepreneurs	Korea	Skills_environment	0.062
Entrepreneurs	Luxembourg	Skills_environment	0.558
Entrepreneurs	Latvia	Skills_environment	0.479
Entrepreneurs	Mexico	Skills_environment	0.545
Entrepreneurs	Netherlands	Skills_environment	0.353
Entrepreneurs	Norway	Skills_environment	0.348
Entrepreneurs	New Zealand	Skills_environment	0.377
Entrepreneurs	Poland	Skills_environment	0.437
Entrepreneurs	Portugal	Skills_environment	0.332
Entrepreneurs	Slovak Republic	Skills_environment	0.617
Entrepreneurs	Slovenia	Skills_environment	0.547
Entrepreneurs	Sweden	Skills_environment	0.178
Entrepreneurs	Türkiye	Skills_environment	0.585
Entrepreneurs	United States	Skills_environment	0.764
Entrepreneurs	Australia	Inclusiveness	0.688
Entrepreneurs	Austria	Inclusiveness	0.572
Entrepreneurs	Belgium	Inclusiveness	0.465
Entrepreneurs	Canada	Inclusiveness	0.612
Entrepreneurs	Switzerland	Inclusiveness	0.347
Entrepreneurs	Chile	Inclusiveness	0.299
Entrepreneurs	Czech Republic	Inclusiveness	0.582
Entrepreneurs	Germany	Inclusiveness	0.557
Entrepreneurs	Denmark	Inclusiveness	0.532
Entrepreneurs	Spain	Inclusiveness	0.433
Entrepreneurs	Estonia	Inclusiveness	0.589
Entrepreneurs	Finland	Inclusiveness	0.170
Entrepreneurs	France	Inclusiveness	0.225
Entrepreneurs	United Kingdom	Inclusiveness	0.526
Entrepreneurs	Greece	Inclusiveness	0.582
Entrepreneurs	Hungary	Inclusiveness	0.221
Entrepreneurs	Ireland	Inclusiveness	0.374
Entrepreneurs	Iceland	Inclusiveness	0.561
Entrepreneurs	Israel	Inclusiveness	0.495
Entrepreneurs	Italy	Inclusiveness	0.417
Entrepreneurs	Japan	Inclusiveness	0.716
Entrepreneurs	Korea	Inclusiveness	0.122
Entrepreneurs	Luxembourg	Inclusiveness	0.485
Entrepreneurs	Latvia	Inclusiveness	0.659
Entrepreneurs	Mexico	Inclusiveness	0.532
Entrepreneurs	Netherlands	Inclusiveness	0.421
Entrepreneurs	Norway	Inclusiveness	0.426
Entrepreneurs	New Zealand	Inclusiveness	0.337
Entrepreneurs	Poland	Inclusiveness	0.481
Entrepreneurs	Portugal	Inclusiveness	0.400
Entrepreneurs	Slovak Republic	Inclusiveness	0.604
Entrepreneurs	Slovenia	Inclusiveness	0.771
Entrepreneurs	Sweden	Inclusiveness	0.270
Entrepreneurs	Türkiye	Inclusiveness	0.350
Entrepreneurs	United States	Inclusiveness	0.489
Entrepreneurs	Australia	Quality_of_life	0.764
Entrepreneurs	Austria	Quality_of_life	0.661
Entrepreneurs	Belgium	Quality_of_life	0.689
Entrepreneurs	Canada	Quality_of_life	0.756
Entrepreneurs	Switzerland	Quality_of_life	0.417
Entrepreneurs	Chile	Quality_of_life	0.562
Entrepreneurs	Czech Republic	Quality_of_life	0.758
Entrepreneurs	Germany	Quality_of_life	0.547
Entrepreneurs	Denmark	Quality_of_life	0.727
Entrepreneurs	Spain	Quality_of_life	0.631
Entrepreneurs	Estonia	Quality_of_life	0.709
Entrepreneurs	Finland	Quality_of_life	0.364
Entrepreneurs	France	Quality_of_life	0.431
Entrepreneurs	United Kingdom	Quality_of_life	0.742
Entrepreneurs	Greece	Quality_of_life	0.674
Entrepreneurs	Hungary	Quality_of_life	0.535
Entrepreneurs	Ireland	Quality_of_life	0.500
Entrepreneurs	Iceland	Quality_of_life	0.577
Entrepreneurs	Israel	Quality_of_life	0.517
Entrepreneurs	Italy	Quality_of_life	0.410
Entrepreneurs	Japan	Quality_of_life	0.699
Entrepreneurs	Korea	Quality_of_life	0.281
Entrepreneurs	Luxembourg	Quality_of_life	0.739
Entrepreneurs	Latvia	Quality_of_life	0.689
Entrepreneurs	Mexico	Quality_of_life	0.788
Entrepreneurs	Netherlands	Quality_of_life	0.494
Entrepreneurs	Norway	Quality_of_life	0.479
Entrepreneurs	New Zealand	Quality_of_life	0.476
Entrepreneurs	Poland	Quality_of_life	0.607
Entrepreneurs	Portugal	Quality_of_life	0.563
Entrepreneurs	Slovak Republic	Quality_of_life	0.752
Entrepreneurs	Slovenia	Quality_of_life	0.762
Entrepreneurs	Sweden	Quality_of_life	0.314
Entrepreneurs	Türkiye	Quality_of_life	0.667
Entrepreneurs	United States	Quality_of_life	0.746
Entrepreneurs	Australia	Quality_of_opportunities_Quartiles	3
Entrepreneurs	Austria	Quality_of_opportunities_Quartiles	2
Entrepreneurs	Belgium	Quality_of_opportunities_Quartiles	1
Entrepreneurs	Canada	Quality_of_opportunities_Quartiles	4
Entrepreneurs	Switzerland	Quality_of_opportunities_Quartiles	2
Entrepreneurs	Chile	Quality_of_opportunities_Quartiles	2
Entrepreneurs	Czech Republic	Quality_of_opportunities_Quartiles	3
Entrepreneurs	Germany	Quality_of_opportunities_Quartiles	4
Entrepreneurs	Denmark	Quality_of_opportunities_Quartiles	3
Entrepreneurs	Spain	Quality_of_opportunities_Quartiles	1
Entrepreneurs	Estonia	Quality_of_opportunities_Quartiles	1
Entrepreneurs	Finland	Quality_of_opportunities_Quartiles	1
Entrepreneurs	France	Quality_of_opportunities_Quartiles	2
Entrepreneurs	United Kingdom	Quality_of_opportunities_Quartiles	3
Entrepreneurs	Greece	Quality_of_opportunities_Quartiles	4
Entrepreneurs	Hungary	Quality_of_opportunities_Quartiles	3
Entrepreneurs	Ireland	Quality_of_opportunities_Quartiles	1
Entrepreneurs	Iceland	Quality_of_opportunities_Quartiles	2
Entrepreneurs	Israel	Quality_of_opportunities_Quartiles	4
Entrepreneurs	Italy	Quality_of_opportunities_Quartiles	2
Entrepreneurs	Japan	Quality_of_opportunities_Quartiles	1
Entrepreneurs	Korea	Quality_of_opportunities_Quartiles	4
Entrepreneurs	Luxembourg	Quality_of_opportunities_Quartiles	1
Entrepreneurs	Latvia	Quality_of_opportunities_Quartiles	4
Entrepreneurs	Mexico	Quality_of_opportunities_Quartiles	3
Entrepreneurs	Netherlands	Quality_of_opportunities_Quartiles	2
Entrepreneurs	Norway	Quality_of_opportunities_Quartiles	1
Entrepreneurs	New Zealand	Quality_of_opportunities_Quartiles	1
Entrepreneurs	Poland	Quality_of_opportunities_Quartiles	3
Entrepreneurs	Portugal	Quality_of_opportunities_Quartiles	3
Entrepreneurs	Slovak Republic	Quality_of_opportunities_Quartiles	2
Entrepreneurs	Slovenia	Quality_of_opportunities_Quartiles	2
Entrepreneurs	Sweden	Quality_of_opportunities_Quartiles	4
Entrepreneurs	Türkiye	Quality_of_opportunities_Quartiles	3
Entrepreneurs	United States	Quality_of_opportunities_Quartiles	4
Entrepreneurs	Australia	Income_Quartiles	1
Entrepreneurs	Austria	Income_Quartiles	2
Entrepreneurs	Belgium	Income_Quartiles	1
Entrepreneurs	Canada	Income_Quartiles	4
Entrepreneurs	Switzerland	Income_Quartiles	4
Entrepreneurs	Chile	Income_Quartiles	4
Entrepreneurs	Czech Republic	Income_Quartiles	3
Entrepreneurs	Germany	Income_Quartiles	3
Entrepreneurs	Denmark	Income_Quartiles	3
Entrepreneurs	Spain	Income_Quartiles	1
Entrepreneurs	Estonia	Income_Quartiles	4
Entrepreneurs	Finland	Income_Quartiles	1
Entrepreneurs	France	Income_Quartiles	4
Entrepreneurs	United Kingdom	Income_Quartiles	3
Entrepreneurs	Greece	Income_Quartiles	4
Entrepreneurs	Hungary	Income_Quartiles	2
Entrepreneurs	Ireland	Income_Quartiles	2
Entrepreneurs	Iceland	Income_Quartiles	3
Entrepreneurs	Israel	Income_Quartiles	2
Entrepreneurs	Italy	Income_Quartiles	3
Entrepreneurs	Japan	Income_Quartiles	2
Entrepreneurs	Korea	Income_Quartiles	1
Entrepreneurs	Luxembourg	Income_Quartiles	2
Entrepreneurs	Latvia	Income_Quartiles	1
Entrepreneurs	Mexico	Income_Quartiles	2
Entrepreneurs	Netherlands	Income_Quartiles	4
Entrepreneurs	Norway	Income_Quartiles	1
Entrepreneurs	New Zealand	Income_Quartiles	3
Entrepreneurs	Poland	Income_Quartiles	3
Entrepreneurs	Portugal	Income_Quartiles	1
Entrepreneurs	Slovak Republic	Income_Quartiles	1
Entrepreneurs	Slovenia	Income_Quartiles	4
Entrepreneurs	Sweden	Income_Quartiles	3
Entrepreneurs	Türkiye	Income_Quartiles	2
Entrepreneurs	United States	Income_Quartiles	2
Entrepreneurs	Australia	Future_prospects_Quartiles	4
Entrepreneurs	Austria	Future_prospects_Quartiles	2
Entrepreneurs	Belgium	Future_prospects_Quartiles	3
Entrepreneurs	Canada	Future_prospects_Quartiles	4
Entrepreneurs	Switzerland	Future_prospects_Quartiles	1
Entrepreneurs	Chile	Future_prospects_Quartiles	2
Entrepreneurs	Czech Republic	Future_prospects_Quartiles	1
Entrepreneurs	Germany	Future_prospects_Quartiles	2
Entrepreneurs	Denmark	Future_prospects_Quartiles	2
Entrepreneurs	Spain	Future_prospects_Quartiles	3
Entrepreneurs	Estonia	Future_prospects_Quartiles	3
Entrepreneurs	Finland	Future_prospects_Quartiles	3
Entrepreneurs	France	Future_prospects_Quartiles	2
Entrepreneurs	United Kingdom	Future_prospects_Quartiles	1
Entrepreneurs	Greece	Future_prospects_Quartiles	4
Entrepreneurs	Hungary	Future_prospects_Quartiles	1
Entrepreneurs	Ireland	Future_prospects_Quartiles	3
Entrepreneurs	Iceland	Future_prospects_Quartiles	3
Entrepreneurs	Israel	Future_prospects_Quartiles	2
Entrepreneurs	Italy	Future_prospects_Quartiles	2
Entrepreneurs	Japan	Future_prospects_Quartiles	1
Entrepreneurs	Korea	Future_prospects_Quartiles	2
Entrepreneurs	Luxembourg	Future_prospects_Quartiles	4
Entrepreneurs	Latvia	Future_prospects_Quartiles	4
Entrepreneurs	Mexico	Future_prospects_Quartiles	3
Entrepreneurs	Netherlands	Future_prospects_Quartiles	1
Entrepreneurs	Norway	Future_prospects_Quartiles	4
Entrepreneurs	New Zealand	Future_prospects_Quartiles	3
Entrepreneurs	Poland	Future_prospects_Quartiles	4
Entrepreneurs	Portugal	Future_prospects_Quartiles	4
Entrepreneurs	Slovak Republic	Future_prospects_Quartiles	3
Entrepreneurs	Slovenia	Future_prospects_Quartiles	1
Entrepreneurs	Sweden	Future_prospects_Quartiles	1
Entrepreneurs	Türkiye	Future_prospects_Quartiles	2
Entrepreneurs	United States	Future_prospects_Quartiles	1
Entrepreneurs	Australia	Family_environment_Quartiles	3
Entrepreneurs	Austria	Family_environment_Quartiles	4
Entrepreneurs	Belgium	Family_environment_Quartiles	1
Entrepreneurs	Canada	Family_environment_Quartiles	2
Entrepreneurs	Switzerland	Family_environment_Quartiles	2
Entrepreneurs	Chile	Family_environment_Quartiles	1
Entrepreneurs	Czech Republic	Family_environment_Quartiles	3
Entrepreneurs	Germany	Family_environment_Quartiles	3
Entrepreneurs	Denmark	Family_environment_Quartiles	2
Entrepreneurs	Spain	Family_environment_Quartiles	4
Entrepreneurs	Estonia	Family_environment_Quartiles	3
Entrepreneurs	Finland	Family_environment_Quartiles	3
Entrepreneurs	France	Family_environment_Quartiles	1
Entrepreneurs	United Kingdom	Family_environment_Quartiles	2
Entrepreneurs	Greece	Family_environment_Quartiles	2
Entrepreneurs	Hungary	Family_environment_Quartiles	1
Entrepreneurs	Ireland	Family_environment_Quartiles	2
Entrepreneurs	Iceland	Family_environment_Quartiles	1
Entrepreneurs	Israel	Family_environment_Quartiles	2
Entrepreneurs	Italy	Family_environment_Quartiles	1
Entrepreneurs	Japan	Family_environment_Quartiles	1
Entrepreneurs	Korea	Family_environment_Quartiles	2
Entrepreneurs	Luxembourg	Family_environment_Quartiles	4
Entrepreneurs	Latvia	Family_environment_Quartiles	4
Entrepreneurs	Mexico	Family_environment_Quartiles	4
Entrepreneurs	Netherlands	Family_environment_Quartiles	1
Entrepreneurs	Norway	Family_environment_Quartiles	3
Entrepreneurs	New Zealand	Family_environment_Quartiles	3
Entrepreneurs	Poland	Family_environment_Quartiles	2
Entrepreneurs	Portugal	Family_environment_Quartiles	4
Entrepreneurs	Slovak Republic	Family_environment_Quartiles	4
Entrepreneurs	Slovenia	Family_environment_Quartiles	3
Entrepreneurs	Sweden	Family_environment_Quartiles	1
Entrepreneurs	Türkiye	Family_environment_Quartiles	4
Entrepreneurs	United States	Family_environment_Quartiles	3
Entrepreneurs	Australia	Skills_environment_Quartiles	3
Entrepreneurs	Austria	Skills_environment_Quartiles	3
Entrepreneurs	Belgium	Skills_environment_Quartiles	2
Entrepreneurs	Canada	Skills_environment_Quartiles	3
Entrepreneurs	Switzerland	Skills_environment_Quartiles	1
Entrepreneurs	Chile	Skills_environment_Quartiles	2
Entrepreneurs	Czech Republic	Skills_environment_Quartiles	4
Entrepreneurs	Germany	Skills_environment_Quartiles	2
Entrepreneurs	Denmark	Skills_environment_Quartiles	4
Entrepreneurs	Spain	Skills_environment_Quartiles	2
Entrepreneurs	Estonia	Skills_environment_Quartiles	4
Entrepreneurs	Finland	Skills_environment_Quartiles	1
Entrepreneurs	France	Skills_environment_Quartiles	2
Entrepreneurs	United Kingdom	Skills_environment_Quartiles	3
Entrepreneurs	Greece	Skills_environment_Quartiles	3
Entrepreneurs	Hungary	Skills_environment_Quartiles	3
Entrepreneurs	Ireland	Skills_environment_Quartiles	1
Entrepreneurs	Iceland	Skills_environment_Quartiles	4
Entrepreneurs	Israel	Skills_environment_Quartiles	4
Entrepreneurs	Italy	Skills_environment_Quartiles	1
Entrepreneurs	Japan	Skills_environment_Quartiles	2
Entrepreneurs	Korea	Skills_environment_Quartiles	1
Entrepreneurs	Luxembourg	Skills_environment_Quartiles	3
Entrepreneurs	Latvia	Skills_environment_Quartiles	2
Entrepreneurs	Mexico	Skills_environment_Quartiles	3
Entrepreneurs	Netherlands	Skills_environment_Quartiles	1
Entrepreneurs	Norway	Skills_environment_Quartiles	1
Entrepreneurs	New Zealand	Skills_environment_Quartiles	2
Entrepreneurs	Poland	Skills_environment_Quartiles	2
Entrepreneurs	Portugal	Skills_environment_Quartiles	1
Entrepreneurs	Slovak Republic	Skills_environment_Quartiles	4
Entrepreneurs	Slovenia	Skills_environment_Quartiles	3
Entrepreneurs	Sweden	Skills_environment_Quartiles	1
Entrepreneurs	Türkiye	Skills_environment_Quartiles	4
Entrepreneurs	United States	Skills_environment_Quartiles	4
Entrepreneurs	Australia	Inclusiveness_Quartiles	4
Entrepreneurs	Austria	Inclusiveness_Quartiles	3
Entrepreneurs	Belgium	Inclusiveness_Quartiles	2
Entrepreneurs	Canada	Inclusiveness_Quartiles	4
Entrepreneurs	Switzerland	Inclusiveness_Quartiles	1
Entrepreneurs	Chile	Inclusiveness_Quartiles	1
Entrepreneurs	Czech Republic	Inclusiveness_Quartiles	4
Entrepreneurs	Germany	Inclusiveness_Quartiles	3
Entrepreneurs	Denmark	Inclusiveness_Quartiles	3
Entrepreneurs	Spain	Inclusiveness_Quartiles	2
Entrepreneurs	Estonia	Inclusiveness_Quartiles	4
Entrepreneurs	Finland	Inclusiveness_Quartiles	1
Entrepreneurs	France	Inclusiveness_Quartiles	1
Entrepreneurs	United Kingdom	Inclusiveness_Quartiles	3
Entrepreneurs	Greece	Inclusiveness_Quartiles	3
Entrepreneurs	Hungary	Inclusiveness_Quartiles	1
Entrepreneurs	Ireland	Inclusiveness_Quartiles	2
Entrepreneurs	Iceland	Inclusiveness_Quartiles	3
Entrepreneurs	Israel	Inclusiveness_Quartiles	3
Entrepreneurs	Italy	Inclusiveness_Quartiles	2
Entrepreneurs	Japan	Inclusiveness_Quartiles	4
Entrepreneurs	Korea	Inclusiveness_Quartiles	1
Entrepreneurs	Luxembourg	Inclusiveness_Quartiles	2
Entrepreneurs	Latvia	Inclusiveness_Quartiles	4
Entrepreneurs	Mexico	Inclusiveness_Quartiles	3
Entrepreneurs	Netherlands	Inclusiveness_Quartiles	2
Entrepreneurs	Norway	Inclusiveness_Quartiles	2
Entrepreneurs	New Zealand	Inclusiveness_Quartiles	1
Entrepreneurs	Poland	Inclusiveness_Quartiles	2
Entrepreneurs	Portugal	Inclusiveness_Quartiles	2
Entrepreneurs	Slovak Republic	Inclusiveness_Quartiles	4
Entrepreneurs	Slovenia	Inclusiveness_Quartiles	4
Entrepreneurs	Sweden	Inclusiveness_Quartiles	1
Entrepreneurs	Türkiye	Inclusiveness_Quartiles	1
Entrepreneurs	United States	Inclusiveness_Quartiles	3
Entrepreneurs	Australia	Quality_of_life_Quartiles	4
Entrepreneurs	Austria	Quality_of_life_Quartiles	3
Entrepreneurs	Belgium	Quality_of_life_Quartiles	3
Entrepreneurs	Canada	Quality_of_life_Quartiles	4
Entrepreneurs	Switzerland	Quality_of_life_Quartiles	1
Entrepreneurs	Chile	Quality_of_life_Quartiles	2
Entrepreneurs	Czech Republic	Quality_of_life_Quartiles	4
Entrepreneurs	Germany	Quality_of_life_Quartiles	2
Entrepreneurs	Denmark	Quality_of_life_Quartiles	3
Entrepreneurs	Spain	Quality_of_life_Quartiles	2
Entrepreneurs	Estonia	Quality_of_life_Quartiles	3
Entrepreneurs	Finland	Quality_of_life_Quartiles	1
Entrepreneurs	France	Quality_of_life_Quartiles	1
Entrepreneurs	United Kingdom	Quality_of_life_Quartiles	4
Entrepreneurs	Greece	Quality_of_life_Quartiles	3
Entrepreneurs	Hungary	Quality_of_life_Quartiles	2
Entrepreneurs	Ireland	Quality_of_life_Quartiles	2
Entrepreneurs	Iceland	Quality_of_life_Quartiles	2
Entrepreneurs	Israel	Quality_of_life_Quartiles	2
Entrepreneurs	Italy	Quality_of_life_Quartiles	1
Entrepreneurs	Japan	Quality_of_life_Quartiles	3
Entrepreneurs	Korea	Quality_of_life_Quartiles	1
Entrepreneurs	Luxembourg	Quality_of_life_Quartiles	3
Entrepreneurs	Latvia	Quality_of_life_Quartiles	3
Entrepreneurs	Mexico	Quality_of_life_Quartiles	4
Entrepreneurs	Netherlands	Quality_of_life_Quartiles	1
Entrepreneurs	Norway	Quality_of_life_Quartiles	1
Entrepreneurs	New Zealand	Quality_of_life_Quartiles	1
Entrepreneurs	Poland	Quality_of_life_Quartiles	2
Entrepreneurs	Portugal	Quality_of_life_Quartiles	2
Entrepreneurs	Slovak Republic	Quality_of_life_Quartiles	4
Entrepreneurs	Slovenia	Quality_of_life_Quartiles	4
Entrepreneurs	Sweden	Quality_of_life_Quartiles	1
Entrepreneurs	Türkiye	Quality_of_life_Quartiles	3
Entrepreneurs	United States	Quality_of_life_Quartiles	4
Student	Australia	Quality_of_opportunities	0.168
Student	Austria	Quality_of_opportunities	0.036
Student	Belgium	Quality_of_opportunities	0.051
Student	Canada	Quality_of_opportunities	0.139
Student	Switzerland	Quality_of_opportunities	0.007
Student	Chile	Quality_of_opportunities	0.000
Student	Czech Republic	Quality_of_opportunities	0.036
Student	Germany	Quality_of_opportunities	0.007
Student	Denmark	Quality_of_opportunities	0.036
Student	Spain	Quality_of_opportunities	0.161
Student	Estonia	Quality_of_opportunities	0.277
Student	Finland	Quality_of_opportunities	0.015
Student	France	Quality_of_opportunities	0.000
Student	United Kingdom	Quality_of_opportunities	0.000
Student	Greece	Quality_of_opportunities	0.022
Student	Hungary	Quality_of_opportunities	0.036
Student	Ireland	Quality_of_opportunities	0.139
Student	Iceland	Quality_of_opportunities	0.117
Student	Israel	Quality_of_opportunities	0.080
Student	Italy	Quality_of_opportunities	0.000
Student	Japan	Quality_of_opportunities	0.000
Student	Korea	Quality_of_opportunities	0.007
Student	Luxembourg	Quality_of_opportunities	0.088
Student	Latvia	Quality_of_opportunities	0.029
Student	Mexico	Quality_of_opportunities	0.022
Student	Netherlands	Quality_of_opportunities	0.015
Student	Norway	Quality_of_opportunities	0.036
Student	New Zealand	Quality_of_opportunities	0.000
Student	Poland	Quality_of_opportunities	0.007
Student	Portugal	Quality_of_opportunities	0.088
Student	Slovak Republic	Quality_of_opportunities	0.080
Student	Slovenia	Quality_of_opportunities	0.058
Student	Sweden	Quality_of_opportunities	0.007
Student	Türkiye	Quality_of_opportunities	0.270
Student	United States	Quality_of_opportunities	1.000
Student	Australia	Income	0.499
Student	Austria	Income	0.362
Student	Belgium	Income	0.310
Student	Canada	Income	0.452
Student	Switzerland	Income	0.058
Student	Chile	Income	0.104
Student	Czech Republic	Income	0.491
Student	Germany	Income	0.307
Student	Denmark	Income	0.722
Student	Spain	Income	0.592
Student	Estonia	Income	0.629
Student	Finland	Income	0.169
Student	France	Income	0.455
Student	United Kingdom	Income	0.602
Student	Greece	Income	0.498
Student	Hungary	Income	0.466
Student	Ireland	Income	0.650
Student	Iceland	Income	0.443
Student	Israel	Income	0.555
Student	Italy	Income	0.220
Student	Japan	Income	0.386
Student	Korea	Income	0.147
Student	Luxembourg	Income	0.376
Student	Latvia	Income	0.459
Student	Mexico	Income	0.902
Student	Netherlands	Income	0.214
Student	Norway	Income	0.550
Student	New Zealand	Income	0.479
Student	Poland	Income	0.624
Student	Portugal	Income	0.538
Student	Slovak Republic	Income	0.551
Student	Slovenia	Income	0.866
Student	Sweden	Income	0.020
Student	Türkiye	Income	0.463
Student	United States	Income	0.304
Student	Australia	Future_prospects	0.684
Student	Austria	Future_prospects	0.679
Student	Belgium	Future_prospects	0.614
Student	Canada	Future_prospects	0.562
Student	Switzerland	Future_prospects	0.636
Student	Chile	Future_prospects	0.533
Student	Czech Republic	Future_prospects	0.500
Student	Germany	Future_prospects	0.527
Student	Denmark	Future_prospects	0.563
Student	Spain	Future_prospects	0.786
Student	Estonia	Future_prospects	0.701
Student	Finland	Future_prospects	0.314
Student	France	Future_prospects	0.404
Student	United Kingdom	Future_prospects	0.502
Student	Greece	Future_prospects	0.514
Student	Hungary	Future_prospects	0.314
Student	Ireland	Future_prospects	0.811
Student	Iceland	Future_prospects	0.509
Student	Israel	Future_prospects	0.587
Student	Italy	Future_prospects	0.513
Student	Japan	Future_prospects	0.326
Student	Korea	Future_prospects	0.408
Student	Luxembourg	Future_prospects	0.742
Student	Latvia	Future_prospects	0.776
Student	Mexico	Future_prospects	0.574
Student	Netherlands	Future_prospects	0.490
Student	Norway	Future_prospects	0.842
Student	New Zealand	Future_prospects	0.695
Student	Poland	Future_prospects	0.685
Student	Portugal	Future_prospects	0.737
Student	Slovak Republic	Future_prospects	0.697
Student	Slovenia	Future_prospects	0.529
Student	Sweden	Future_prospects	0.442
Student	Türkiye	Future_prospects	0.529
Student	United States	Future_prospects	0.380
Student	Australia	Family_environment	0.480
Student	Austria	Family_environment	0.346
Student	Belgium	Family_environment	0.453
Student	Canada	Family_environment	0.656
Student	Switzerland	Family_environment	0.518
Student	Chile	Family_environment	0.320
Student	Czech Republic	Family_environment	0.497
Student	Germany	Family_environment	0.471
Student	Denmark	Family_environment	0.549
Student	Spain	Family_environment	0.593
Student	Estonia	Family_environment	0.537
Student	Finland	Family_environment	0.270
Student	France	Family_environment	0.293
Student	United Kingdom	Family_environment	0.544
Student	Greece	Family_environment	0.407
Student	Hungary	Family_environment	0.439
Student	Ireland	Family_environment	0.534
Student	Iceland	Family_environment	0.398
Student	Israel	Family_environment	0.507
Student	Italy	Family_environment	0.379
Student	Japan	Family_environment	0.496
Student	Korea	Family_environment	0.500
Student	Luxembourg	Family_environment	0.453
Student	Latvia	Family_environment	0.503
Student	Mexico	Family_environment	0.660
Student	Netherlands	Family_environment	0.350
Student	Norway	Family_environment	0.613
Student	New Zealand	Family_environment	0.632
Student	Poland	Family_environment	0.580
Student	Portugal	Family_environment	0.494
Student	Slovak Republic	Family_environment	0.569
Student	Slovenia	Family_environment	0.536
Student	Sweden	Family_environment	0.124
Student	Türkiye	Family_environment	0.648
Student	United States	Family_environment	0.450
Student	Australia	Skills_environment	0.791
Student	Austria	Skills_environment	0.636
Student	Belgium	Skills_environment	0.588
Student	Canada	Skills_environment	0.911
Student	Switzerland	Skills_environment	0.515
Student	Chile	Skills_environment	0.542
Student	Czech Republic	Skills_environment	0.747
Student	Germany	Skills_environment	0.692
Student	Denmark	Skills_environment	0.750
Student	Spain	Skills_environment	0.533
Student	Estonia	Skills_environment	0.601
Student	Finland	Skills_environment	0.507
Student	France	Skills_environment	0.482
Student	United Kingdom	Skills_environment	0.709
Student	Greece	Skills_environment	0.689
Student	Hungary	Skills_environment	0.546
Student	Ireland	Skills_environment	0.416
Student	Iceland	Skills_environment	0.394
Student	Israel	Skills_environment	0.735
Student	Italy	Skills_environment	0.554
Student	Japan	Skills_environment	0.591
Student	Korea	Skills_environment	0.209
Student	Luxembourg	Skills_environment	0.774
Student	Latvia	Skills_environment	0.770
Student	Mexico	Skills_environment	0.769
Student	Netherlands	Skills_environment	0.535
Student	Norway	Skills_environment	0.517
Student	New Zealand	Skills_environment	0.521
Student	Poland	Skills_environment	0.518
Student	Portugal	Skills_environment	0.480
Student	Slovak Republic	Skills_environment	0.743
Student	Slovenia	Skills_environment	0.598
Student	Sweden	Skills_environment	0.373
Student	Türkiye	Skills_environment	0.828
Student	United States	Skills_environment	0.875
Student	Australia	Inclusiveness	0.622
Student	Austria	Inclusiveness	0.567
Student	Belgium	Inclusiveness	0.451
Student	Canada	Inclusiveness	0.538
Student	Switzerland	Inclusiveness	0.323
Student	Chile	Inclusiveness	0.355
Student	Czech Republic	Inclusiveness	0.580
Student	Germany	Inclusiveness	0.537
Student	Denmark	Inclusiveness	0.553
Student	Spain	Inclusiveness	0.435
Student	Estonia	Inclusiveness	0.540
Student	Finland	Inclusiveness	0.138
Student	France	Inclusiveness	0.263
Student	United Kingdom	Inclusiveness	0.521
Student	Greece	Inclusiveness	0.495
Student	Hungary	Inclusiveness	0.093
Student	Ireland	Inclusiveness	0.324
Student	Iceland	Inclusiveness	0.579
Student	Israel	Inclusiveness	0.488
Student	Italy	Inclusiveness	0.409
Student	Japan	Inclusiveness	0.716
Student	Korea	Inclusiveness	0.122
Student	Luxembourg	Inclusiveness	0.493
Student	Latvia	Inclusiveness	0.632
Student	Mexico	Inclusiveness	0.467
Student	Netherlands	Inclusiveness	0.438
Student	Norway	Inclusiveness	0.400
Student	New Zealand	Inclusiveness	0.376
Student	Poland	Inclusiveness	0.439
Student	Portugal	Inclusiveness	0.331
Student	Slovak Republic	Inclusiveness	0.537
Student	Slovenia	Inclusiveness	0.700
Student	Sweden	Inclusiveness	0.263
